Easting[m], Northing[m], CH-1.0m
669825.011,5856532.356,3.371
669825.341,5856532.885,2.824
669825.682,5856533.43,2.746
669825.908,5856533.793,2.824
669826.272,5856534.351,2.824
669826.578,5856534.812,2.511
669826.895,5856535.29,2.433
669827.216,5856535.773,1.886
669827.574,5856536.311,2.551
669827.885,5856536.753,2.863
669828.213,5856537.198,2.511
669828.587,5856537.705,2.707
669828.926,5856538.165,2.863
669829.265,5856538.625,3.097
669829.602,5856539.084,3.488
669829.94,5856539.586,3.097
669830.21,5856539.989,3.176
669830.559,5856540.507,3.371
669830.9,5856541.014,2.785
669831.171,5856541.417,2.629
669831.474,5856541.86,2.551
669831.856,5856542.415,2.863
669832.075,5856542.734,2.707
669832.423,5856543.24,3.019
669832.733,5856543.691,2.707
669833.066,5856544.165,2.629
669833.415,5856544.652,2.355
669833.781,5856545.164,2.16
669834.118,5856545.636,2.433
669834.471,5856546.129,2.16
669834.888,5856546.737,2.004
669835.192,5856547.193,2.199
669835.548,5856547.727,2.902
669835.87,5856548.21,2.316
669836.211,5856548.723,2.472
669836.517,5856549.184,2.082
669836.89,5856549.751,2.16
669837.262,5856550.317,2.277
669837.546,5856550.749,2.199
669837.898,5856551.285,2.668
669838.195,5856551.736,2.511
669838.605,5856552.317,2.511
669838.91,5856552.744,2.004
669839.324,5856553.324,2.433
669839.754,5856553.925,2.551
669840.065,5856554.36,2.746
669840.41,5856554.842,2.668
669840.724,5856555.278,2.355
669841.084,5856555.778,3.058
669841.397,5856556.214,2.472
669841.736,5856556.685,2.941
669842.077,5856557.148,3.371
669842.408,5856557.576,2.941
669842.726,5856557.986,3.058
669843.078,5856558.439,2.863
669843.366,5856558.811,2.824
669843.724,5856559.273,3.058
669844.044,5856559.698,3.176
669844.443,5856560.23,2.863
669844.786,5856560.687,2.902
669845.112,5856561.123,2.511
669845.429,5856561.546,2.629
669845.825,5856562.073,2.629
669846.182,5856562.547,3.215
669846.525,5856563.003,3.019
669846.878,5856563.472,2.551
669847.183,5856563.876,2.824
669847.53,5856564.361,2.941
669847.909,5856565.01,2.511
669848.194,5856565.498,2.746
669848.558,5856566.12,2.902
669848.932,5856566.76,2.902
669849.18,5856567.178,2.941
669849.566,5856567.819,2.941
669849.794,5856568.198,3.136
669850.147,5856568.785,2.824
669850.462,5856569.308,2.394
669850.753,5856569.795,2.16
669851.059,5856570.337,2.746
669851.284,5856570.737,2.941
669851.613,5856571.32,2.785
669851.897,5856571.824,2.668
669852.191,5856572.345,2.668
669852.478,5856572.822,2.472
669852.806,5856573.353,3.176
669853.142,5856573.898,3.058
669853.487,5856574.458,3.215
669853.845,5856575.038,2.824
669854.131,5856575.487,2.433
669854.546,5856576.118,2.785
669854.896,5856576.651,2.824
669855.207,5856577.125,2.863
669855.559,5856577.66,3.058
669855.912,5856578.203,3.254
669856.267,5856578.772,3.058
669856.661,5856579.403,2.863
669856.913,5856579.807,2.668
669857.307,5856580.437,2.824
669857.641,5856580.972,2.98
669858.014,5856581.535,3.254
669858.446,5856582.184,3.371
669858.733,5856582.614,3.058
669859.1,5856583.164,3.293
669859.535,5856583.816,2.98
669859.845,5856584.325,2.863
669860.237,5856585.029,3.176
669860.627,5856585.729,3.019
669860.978,5856586.361,3.215
669861.376,5856587.075,3.254
669861.71,5856587.667,3.254
669862.067,5856588.295,3.371
669862.351,5856588.795,3.449
669862.695,5856589.399,3.293
669862.992,5856589.923,3.527
669863.302,5856590.462,3.371
669863.587,5856590.951,3.879
669863.924,5856591.529,3.996
669864.248,5856592.084,4.113
669864.584,5856592.662,3.801
669864.844,5856593.101,3.84
669865.211,5856593.656,3.605
669865.476,5856594.055,3.019
669865.844,5856594.609,2.785
669866.142,5856595.058,3.254
669866.48,5856595.568,3.371
669866.748,5856595.985,3.293
669867.115,5856596.56,3.215
669867.392,5856596.995,3.605
669867.723,5856597.514,3.097
669868.003,5856597.955,3.527
669868.296,5856598.427,3.761
669868.649,5856599.022,3.136
669868.943,5856599.518,2.98
669869.275,5856600.077,2.863
669869.575,5856600.584,3.097
669869.905,5856601.144,3.097
669870.18,5856601.622,3.41
669870.507,5856602.189,4.074
669870.796,5856602.692,3.683
669871.132,5856603.276,4.465
669871.394,5856603.731,4.074
669871.687,5856604.202,3.761
669872.079,5856604.811,3.527
669872.4,5856605.307,3.84
669872.685,5856605.749,4.113
669873.003,5856606.243,3.644
669873.562,5856607.244,3.527
669873.828,5856607.75,4.152
669874.116,5856608.299,3.722
669874.338,5856608.721,4.426
669874.61,5856609.232,4.035
669874.912,5856609.751,3.879
669875.321,5856610.451,3.566
669875.596,5856610.923,3.644
669875.963,5856611.553,3.683
669876.202,5856611.988,3.644
669876.448,5856612.505,3.957
669876.716,5856613.07,3.761
669876.91,5856613.479,4.269
669877.165,5856614.018,4.23
669877.358,5856614.425,4.933
669877.56,5856614.783,4.543
669877.762,5856615.135,4.582
669877.933,5856615.433,4.426
669878.158,5856615.825,3.996
669878.364,5856616.184,4.308
669878.508,5856616.424,4.308
669878.686,5856616.713,3.879
669878.861,5856616.999,4.191
669878.996,5856617.218,4.035
669879.169,5856617.5,3.371
669879.381,5856617.838,4.074
669879.557,5856618.114,3.996
669879.785,5856618.471,4.621
669879.986,5856618.785,4.23
669880.169,5856619.071,3.84
669880.375,5856619.394,3.879
669880.534,5856619.698,4.621
669880.678,5856619.981,4.582
669880.829,5856620.277,5.09
669881,5856620.612,4.504
669881.182,5856620.969,4.855
669881.355,5856621.269,5.051
669881.591,5856621.67,4.699
669881.755,5856621.947,4.426
669881.995,5856622.355,4.855
669882.215,5856622.729,4.582
669882.409,5856623.059,4.347
669882.619,5856623.422,4.816
669882.833,5856623.789,4.426
669883.029,5856624.127,4.035
669883.202,5856624.425,4.66
669883.39,5856624.75,4.152
669883.613,5856625.177,4.543
669883.74,5856625.422,4.543
669883.916,5856625.761,4.972
669884.076,5856626.069,4.777
669884.235,5856626.383,5.285
669884.377,5856626.704,5.793
669884.496,5856626.973,5.441
669884.638,5856627.294,5.363
669884.746,5856627.538,5.636
669884.908,5856627.9,6.105
669885.029,5856628.105,6.222
669885.221,5856628.427,5.91
669885.391,5856628.713,5.519
669885.537,5856628.959,5.636
669885.737,5856629.296,6.066
669885.872,5856629.586,5.949
669885.999,5856629.916,6.613
669886.121,5856630.233,6.301
669886.248,5856630.56,6.379
669886.382,5856630.908,6.183
669886.535,5856631.248,5.91
669886.692,5856631.506,6.261
669886.863,5856631.788,6.613
669887.061,5856632.115,6.183
669887.255,5856632.435,6.457
669887.437,5856632.736,5.676
669887.607,5856633.03,5.715
669887.756,5856633.291,5.285
669887.938,5856633.609,5.246
669888.094,5856633.881,4.972
669888.292,5856634.226,4.738
669888.474,5856634.549,4.699
669888.651,5856634.865,5.129
669888.854,5856635.225,4.933
669889,5856635.486,4.777
669889.212,5856635.864,4.504
669889.409,5856636.215,4.113
669889.564,5856636.493,4.308
669889.753,5856636.832,5.129
669889.961,5856637.204,5.129
669890.126,5856637.5,5.129
669890.34,5856637.884,4.855
669890.481,5856638.174,4.699
669890.65,5856638.526,4.855
669890.843,5856638.927,4.465
669890.998,5856639.251,4.347
669891.188,5856639.647,4.191
669891.332,5856639.944,4.074
669891.533,5856640.358,4.777
669891.705,5856640.713,4.66
669891.913,5856641.141,4.621
669892.123,5856641.573,4.933
669892.262,5856641.865,4.699
669892.417,5856642.193,6.105
669892.546,5856642.465,6.144
669892.69,5856642.77,5.597
669892.854,5856643.114,6.027
669893.001,5856643.434,6.73
669893.109,5856643.674,6.457
669893.235,5856643.955,6.847
669893.346,5856644.202,6.886
669893.49,5856644.526,6.574
669893.591,5856644.752,6.457
669893.657,5856644.907,6.574
669893.714,5856645.044,6.496
669893.786,5856645.213,6.457
669893.862,5856645.395,6.301
669893.909,5856645.506,6.222
669893.96,5856645.696,5.597
669893.999,5856645.881,5.715
669894.036,5856646.057,5.754
669894.08,5856646.265,5.129
669894.112,5856646.42,5.011
669894.125,5856646.632,4.972
669894.105,5856646.82,4.777
669894.08,5856647.05,5.011
669894.053,5856647.31,4.504
669894.032,5856647.501,4.777
669894.005,5856647.708,4.113
669893.95,5856647.847,4.113
669893.888,5856648,4.035
669893.839,5856648.124,4.269
669893.776,5856648.282,3.801
669893.718,5856648.425,4.074
669893.643,5856648.545,4.035
669893.566,5856648.652,4.504
669893.478,5856648.774,4.621
669893.413,5856648.864,3.879
669893.332,5856648.976,3.84
669893.221,5856649.082,4.152
669893.125,5856649.13,4.113
669892.995,5856649.196,3.332
669892.873,5856649.258,3.097
669892.773,5856649.309,3.41
669892.65,5856649.342,3.605
669892.542,5856649.353,3.644
669892.419,5856649.366,4.386
669892.314,5856649.377,3.605
669892.204,5856649.389,3.761
669892.054,5856649.392,3.644
669891.917,5856649.379,4.074
669891.721,5856649.361,3.683
669891.615,5856649.351,3.918
669891.436,5856649.334,3.449
669891.303,5856649.322,3.996
669891.044,5856649.197,4.23
669890.785,5856649.062,3.957
669890.547,5856648.939,3.176
669890.359,5856648.841,3.761
669890.084,5856648.697,3.918
669889.89,5856648.515,4.308
669889.667,5856648.246,4.269
669889.432,5856647.962,4.074
669889.258,5856647.752,4.269
669889.037,5856647.485,4.465
669888.867,5856647.255,4.504
669888.731,5856646.965,4.347
669888.577,5856646.639,4.582
669888.458,5856646.387,5.011
669888.317,5856646.09,4.816
669888.158,5856645.751,5.09
669888.036,5856645.395,5.676
669887.927,5856645.075,5.597
669887.802,5856644.709,5.09
669887.687,5856644.371,5.793
669887.56,5856643.998,5.207
669887.476,5856643.708,5.636
669887.388,5856643.369,5.715
669887.315,5856643.089,5.363
669887.222,5856642.733,5.949
669887.137,5856642.407,5.715
669887.029,5856642.052,5.48
669886.897,5856641.712,5.168
669886.735,5856641.296,5.402
669886.588,5856640.919,5.246
669886.427,5856640.504,5.129
669886.309,5856640.238,5.129
669886.165,5856639.958,5.832
669886.031,5856639.696,5.324
669885.888,5856639.416,5.051
669885.746,5856639.139,5.168
669885.623,5856638.901,5.285
669885.567,5856638.809,6.457
669885.514,5856638.722,5.207
669885.449,5856638.616,5.676
669885.398,5856638.533,5.871
669885.335,5856638.431,6.105
669881.747,5856631.973,6.965
669881.746,5856631.971,7.394
669881.745,5856631.97,7.902
669881.744,5856631.968,7.551
669881.743,5856631.967,7.707
669881.711,5856631.926,7.394
669881.671,5856631.877,6.574
669881.629,5856631.823,7.316
669881.596,5856631.783,7.004
669881.549,5856631.723,7.004
669881.494,5856631.642,6.926
669881.392,5856631.465,6.926
669881.29,5856631.286,7.668
669881.203,5856631.135,7.316
669881.087,5856630.931,7.277
669880.985,5856630.754,7.472
669880.919,5856630.592,7.824
669880.854,5856630.43,7.551
669880.796,5856630.283,7.277
669880.729,5856630.112,7.629
669880.666,5856629.953,7.433
669880.569,5856629.733,7.316
669880.505,5856629.593,6.457
669880.413,5856629.39,6.574
669880.326,5856629.2,6.261
669880.228,5856628.985,6.418
669880.156,5856628.839,5.871
669880.016,5856628.649,6.066
669879.871,5856628.452,5.715
669879.777,5856628.324,6.652
669879.628,5856628.121,7.277
669879.536,5856627.996,6.926
669879.467,5856627.788,6.808
669879.404,5856627.573,6.574
669879.351,5856627.389,7.004
669879.294,5856627.196,6.652
669879.238,5856627.004,6.105
669879.112,5856626.733,5.558
669878.949,5856626.441,4.894
669878.804,5856626.18,4.816
669878.627,5856625.863,4.894
669878.44,5856625.529,5.011
669878.313,5856625.311,4.855
669878.126,5856624.99,5.011
669877.965,5856624.714,5.011
669877.779,5856624.394,4.933
669877.619,5856624.12,4.621
669877.411,5856623.785,5.011
669877.23,5856623.514,4.777
669877.075,5856623.284,4.855
669876.893,5856623.012,4.621
669876.687,5856622.706,4.855
669876.473,5856622.384,4.504
669876.302,5856622.124,3.683
669876.104,5856621.824,4.386
669875.924,5856621.551,4.269
669875.681,5856621.18,4.426
669875.487,5856620.885,4.347
669875.332,5856620.59,4.504
669875.16,5856620.243,5.011
669874.988,5856619.895,5.011
669874.851,5856619.619,5.363
669874.672,5856619.257,5.832
669874.465,5856618.875,6.34
669874.277,5856618.551,6.183
669874.05,5856618.16,6.301
669873.859,5856617.832,6.222
669873.628,5856617.435,5.597
669873.411,5856617.064,5.871
669873.18,5856616.68,6.105
669872.966,5856616.325,6.535
669872.713,5856615.907,5.793
669872.481,5856615.521,5.949
669872.288,5856615.202,5.168
669872.015,5856614.728,5.246
669871.745,5856614.249,5.011
669871.56,5856613.923,5.011
669871.349,5856613.549,4.504
669871.096,5856613.101,4.582
669870.852,5856612.704,4.933
669870.605,5856612.335,4.621
669870.297,5856611.876,4.621
669869.975,5856611.394,4.699
669869.652,5856610.912,3.605
669869.483,5856610.621,4.074
669869.251,5856610.205,4.269
669869.063,5856609.869,4.816
669868.843,5856609.476,4.816
669868.639,5856609.112,4.621
669868.392,5856608.693,4.66
669868.199,5856608.391,4.621
669867.971,5856608.035,4.386
669867.768,5856607.717,4.777
669867.523,5856607.332,4.66
669867.308,5856606.996,4.894
669867.095,5856606.677,5.051
669866.837,5856606.296,4.972
669866.643,5856606.01,5.051
669866.389,5856605.635,5.168
669866.17,5856605.31,4.933
669865.935,5856604.958,5.402
669865.739,5856604.661,4.816
669865.519,5856604.329,4.777
669865.326,5856604.037,4.191
669865.105,5856603.703,4.152
669864.866,5856603.34,4.269
669864.649,5856603.005,4.191
669864.519,5856602.803,4.191
669864.364,5856602.563,3.761
669864.171,5856602.265,3.918
669863.98,5856601.968,3.996
669863.754,5856601.566,3.644
669863.573,5856601.237,3.801
669863.37,5856600.867,3.918
669863.177,5856600.515,4.308
669862.961,5856600.122,3.996
669862.752,5856599.768,4.386
669862.591,5856599.502,4.113
669862.36,5856599.122,4.113
669862.204,5856598.865,3.918
669861.98,5856598.496,3.293
669861.807,5856598.216,3.84
669861.501,5856597.735,3.488
669861.161,5856597.202,3.801
669860.959,5856596.885,3.566
669860.626,5856596.363,3.801
669860.44,5856596.039,4.191
669860.166,5856595.537,3.722
669859.944,5856595.132,4.074
669859.687,5856594.661,4.113
669859.436,5856594.202,4.074
669859.174,5856593.74,4.504
669858.866,5856593.275,5.168
669858.592,5856592.863,4.933
669858.303,5856592.428,4.699
669858.021,5856592.004,4.855
669857.72,5856591.551,4.933
669857.475,5856591.198,4.699
669857.168,5856590.761,4.23
669856.817,5856590.26,3.644
669856.585,5856589.929,3.605
669856.314,5856589.542,3.722
669856.056,5856589.174,3.683
669855.793,5856588.796,3.761
669855.5,5856588.373,4.074
669855.3,5856588.086,3.761
669855.007,5856587.664,3.957
669854.745,5856587.28,3.605
669854.54,5856586.964,4.113
669854.306,5856586.602,4.191
669854.021,5856586.161,3.957
669853.824,5856585.856,3.566
669853.549,5856585.431,3.879
669853.286,5856585.008,4.074
669853.074,5856584.666,4.543
669852.85,5856584.305,4.738
669852.586,5856583.878,4.152
669852.299,5856583.415,4.113
669852.134,5856583.143,4.035
669851.866,5856582.695,4.269
669851.653,5856582.338,4.113
669851.369,5856581.864,3.683
669851.135,5856581.471,3.722
669850.876,5856581.049,3.41
669850.563,5856580.579,3.683
669850.289,5856580.168,3.293
669849.944,5856579.651,3.332
669849.558,5856579.073,3.84
669849.332,5856578.737,3.644
669849.003,5856578.253,3.566
669848.761,5856577.896,3.84
669848.445,5856577.43,3.761
669848.147,5856576.991,3.84
669847.87,5856576.583,4.308
669847.592,5856576.153,3.566
669847.32,5856575.735,3.84
669847.063,5856575.339,4.035
669846.761,5856574.873,3.722
669846.519,5856574.5,3.761
669846.214,5856574.053,4.347
669845.858,5856573.546,4.426
669845.557,5856573.117,4.465
669845.256,5856572.687,4.113
669844.91,5856572.195,3.488
669844.602,5856571.752,3.605
669844.327,5856571.35,3.254
669843.991,5856570.859,3.371
669843.663,5856570.38,3.332
669843.357,5856569.934,3.644
669843.09,5856569.544,3.722
669842.821,5856569.135,2.902
669842.52,5856568.676,3.605
669842.249,5856568.264,3.957
669841.965,5856567.832,3.801
669841.717,5856567.454,3.801
669841.408,5856567.006,4.426
669841.089,5856566.559,3.566
669840.843,5856566.213,3.84
669840.534,5856565.778,3.996
669840.199,5856565.307,3.527
669839.929,5856564.915,4.035
669839.665,5856564.515,3.84
669839.437,5856564.17,3.683
669839.174,5856563.773,3.254
669838.926,5856563.396,3.176
669838.624,5856562.94,3.527
669838.277,5856562.427,3.41
669838.041,5856562.078,3.254
669837.803,5856561.727,3.683
669837.477,5856561.245,3.761
669837.17,5856560.802,3.918
669836.941,5856560.492,3.683
669836.636,5856560.079,3.332
669836.381,5856559.735,3.293
669836.079,5856559.326,3.176
669835.52,5856558.533,3.644
669835.239,5856558.11,3.644
669834.912,5856557.619,3.957
669834.662,5856557.244,4.035
669834.372,5856556.808,4.152
669834.106,5856556.429,3.527
669833.761,5856555.962,3.371
669833.361,5856555.419,3.761
669833.027,5856554.967,3.84
669832.762,5856554.607,3.605
669832.343,5856554.037,3.801
669832.025,5856553.601,4.113
669831.609,5856553.03,3.957
669831.321,5856552.634,4.035
669830.916,5856552.079,3.722
669830.625,5856551.681,3.41
669830.196,5856551.076,3.293
669829.921,5856550.689,3.488
669829.563,5856550.183,3.332
669829.223,5856549.704,3.683
669828.841,5856549.166,3.332
669828.517,5856548.706,3.332
669828.077,5856548.077,4.074
669827.752,5856547.613,3.41
669827.44,5856547.168,2.98
669827.103,5856546.685,3.332
669826.716,5856546.127,3.41
669826.396,5856545.652,2.746
669826.036,5856545.117,3.176
669825.679,5856544.587,3.488
